Date,Open,High,Low,Close,Adj Close,Volume
2024-02-06,2.940000,3.025000,2.850000,2.850000,2.850000,1380300
2024-02-07,2.840000,2.860000,2.455000,2.730000,2.730000,2454800
2024-02-08,2.670000,2.880000,2.620000,2.720000,2.720000,1419900
2024-02-09,2.710000,2.800000,2.630000,2.700000,2.700000,1265000
2024-02-12,2.680000,2.880000,2.620000,2.860000,2.860000,1741900
2024-02-13,2.860000,2.870000,2.551000,2.590000,2.590000,1536700
2024-02-14,2.680000,2.840000,2.581000,2.800000,2.800000,1071300
2024-02-15,2.830000,2.900000,2.745000,2.850000,2.850000,1318000
2024-02-16,2.860000,2.860000,2.650000,2.690000,2.690000,1841400
2024-02-20,2.750000,2.855000,2.600000,2.660000,2.660000,1601700
2024-02-21,2.650000,2.715000,2.570000,2.620000,2.620000,707100
2024-02-22,2.670000,2.680000,2.470000,2.530000,2.530000,1287500
2024-02-23,2.540000,2.700000,2.490000,2.600000,2.600000,950600
2024-02-26,2.610000,2.730000,2.560000,2.730000,2.730000,1067000
2024-02-27,2.770000,3.145000,2.740000,3.120000,3.120000,2662200
2024-02-28,3.090000,3.220000,2.960000,3.200000,3.200000,2023100
2024-02-29,3.260000,3.320000,3.050000,3.100000,3.100000,2288200
2024-03-01,3.120000,3.525000,2.960000,3.450000,3.450000,2210900
2024-03-04,4.100000,4.240000,3.550000,3.900000,3.900000,5962300
2024-03-05,4.150000,4.670000,3.900000,4.480000,4.480000,7108200
2024-03-06,4.890000,4.890000,4.175000,4.220000,4.220000,4808300
2024-03-07,4.285000,4.500000,4.200000,4.460000,4.460000,2221900
2024-03-08,4.680000,5.730000,4.650000,5.490000,5.490000,7380500
2024-03-11,6.100000,6.535000,5.300000,5.480000,5.480000,8678300
2024-03-12,5.530000,6.345000,5.510000,6.270000,6.270000,4323800
2024-03-13,6.670000,7.280000,6.426000,7.080000,7.080000,8079900
2024-03-14,7.700000,7.710000,5.300000,7.240000,7.240000,9205400
2024-03-15,6.340000,8.160000,6.100000,7.850000,7.850000,8747600
2024-03-18,8.680000,11.210000,8.670000,10.100000,10.100000,19603400
2024-03-19,8.730000,8.740000,6.350000,6.580000,6.580000,15098800
2024-03-20,6.490000,6.490000,4.660000,4.880000,4.880000,18256100
2024-03-21,5.000000,5.405000,4.510000,4.570000,4.570000,10160700
2024-03-22,4.600000,4.620000,4.170000,4.250000,4.250000,6243100
2024-03-25,4.310000,4.580000,4.040000,4.070000,4.070000,6409900
2024-03-26,4.040000,4.380000,3.790000,4.160000,4.160000,6105500
2024-03-27,4.530000,5.790000,4.430000,5.750000,5.750000,16605900
2024-03-28,5.760000,5.800000,4.950000,5.310000,5.310000,10421600
2024-04-01,5.810000,6.440000,5.150000,5.240000,5.240000,10859400
2024-04-02,5.060000,5.810000,4.910000,5.720000,5.720000,6468100
2024-04-03,5.660000,6.440000,5.310000,6.440000,6.440000,7072200
2024-04-04,6.290000,7.370000,6.040000,6.160000,6.160000,12303600
2024-04-05,6.380000,6.635000,5.990000,6.100000,6.100000,5530200
2024-04-08,6.250000,6.800000,5.650000,5.940000,5.940000,6877300
2024-04-09,5.840000,5.912000,5.490000,5.610000,5.610000,4002200
2024-04-10,5.360000,5.550000,5.170000,5.420000,5.420000,3478900
2024-04-11,5.530000,5.640000,5.140000,5.320000,5.320000,3073800
2024-04-12,5.260000,5.730000,5.210000,5.270000,5.270000,2869200
2024-04-15,5.310000,5.430000,4.790000,4.850000,4.850000,4084500
2024-04-16,4.700000,5.090000,4.690000,4.970000,4.970000,2869900
2024-04-17,5.100000,5.250000,4.920000,4.930000,4.930000,1925400
2024-04-18,5.040000,5.105000,4.840000,4.937500,4.937500,1602090
